"product_id","product_category_name","product_name_lenght","product_description_lenght","product_photos_qty","product_weight_g","product_length_cm","product_height_cm","product_width_cm"
"9291234bfd76d396f56b5175d435dd84",moveis_decoracao,40,274,1,200,27,10,12
f5287cac0d71b68c9cbf57fe0e19181e,automotivo,49,199,1,2800,95,7,33
"83ef44e104d09603c783f1cc00cff82a",relogios_presentes,58,591,1,500,16,11,11
"8792f8b694229e5627aa6a15cf912052",utilidades_domesticas,48,204,1,1150,19,22,19
de7d3a484ee73d0be8b0b3518f910201,esporte_lazer,56,1100,2,300,30,20,40
b4c8d3313b98fd124a787b571ac94148,utilidades_domesticas,58,102,1,200,30,40,30
"11970aff9a8cf29a520127d0d8100901",moveis_decoracao,53,1750,3,2550,105,3,70
c24f692e0f20f854c24c31517610ba7c,telefonia,54,1057,6,200,18,3,16
c8aa3a6754ab1ad362858eca26f58c8b,cama_mesa_banho,64,409,2,10900,45,15,35
"9b393d3360316521a943267765a47fbf",beleza_saude,52,572,1,300,17,14,14
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51,122,4,450,20,31,30
"53b36df67ebb7c41585e8d54d6772e08",relogios_presentes,33,523,3,584,16,11,13
"9b191ab94826390cd135c837fb7bc881",cama_mesa_banho,56,729,1,2700,20,30,30
b5075db67f027daed66cc97a6626a7b8,cama_mesa_banho,58,663,1,4200,34,10,38
"9ce90721c582bede1c152150a883b801",brinquedos,54,240,1,300,20,20,20
"4a0c2a56e65c941a0bb9874c47dd66d8",cama_mesa_banho,58,2375,6,1400,30,20,26
a56af7192032f295ac582a2d70e4caba,telefonia,57,1887,2,600,23,18,20
"6b1b29dd58c0342e04f9063e070bd6ac",cool_stuff,52,894,1,2250,34,52,30
"361b81e3cae3b21bd0119793c5399717",artigos_de_festas,45,499,6,4500,102,12,12
"66b5f91356d928ae807ab4ee547f5e3e",pet_shop,47,115,6,500,20,20,20
"61aa436324fa31453598a454e10b2cb7",esporte_lazer,55,800,1,900,23,18,18
"97593959fc8ee0c67ac6c5a33fe61f4b",relogios_presentes,55,943,4,450,16,11,12
"96f6baf4d6a2f7c90932573600903489",casa_conforto,30,503,1,700,18,12,18
"1e56c680b07833e85fec6904b2c7e4b8",pet_shop,58,502,4,200,27,9,26
"1ac09f60f3c3bc2021c637ef23fa3248",brinquedos,31,735,3,600,20,20,20
e4003447524c275bcd706d07068b3f3d,telefonia,25,287,1,75,19,3,11
d389bacae4eb98af95b782dae3b7f03a,relogios_presentes,50,589,2,600,19,10,15
"73deb4d29b1361deb8e78b75478f210e",esporte_lazer,60,1596,3,750,30,11,20
baf76b06184501269d8e44228cc940ac,automotivo,60,332,2,100,16,5,16
c2df3d01bc5d236c85400b0d432bf97b,consoles_games,15,728,1,110,17,2,14
"98600823ba81f3ba76386dac7c31ee06",beleza_saude,47,1115,3,125,24,12,20
"036734b5a58d5d4f46b0616ddc047ced",telefonia,58,751,5,300,17,4,12
e29f2f8197f332ab172ad9ea6566853d,informatica_acessorios,59,445,1,133,16,12,15
dd7a209a646c04c176d7e9e9c855eeac,esporte_lazer,51,546,3,750,23,28,38
e7ef7e0bc312196681f8304cf7ddd92e,automotivo,37,269,3,6700,70,25,22
"893c4e4b07dcb5a590645ddeb8894cb5",moveis_cozinha_area_de_servico_jantar_e_jardim,60,137,1,16900,40,30,40
"2954628cc646e129a849918ab2b366ee",automotivo,59,651,5,4200,78,4,47
"71685103d269d757074595a20bb82211",telefonia,60,776,6,100,17,4,12
bc7496ccc90a64c022a56021c65c9cda,utilidades_domesticas,28,238,1,150,26,16,16
c1b555c58d48d228480072f1492cc14f,cama_mesa_banho,42,331,1,550,23,37,35
a22f707cfd269773138c3bf3a43f6180,moveis_decoracao,25,253,3,7000,25,25,25
b98546b83abd474d9517e36a1eddbc22,esporte_lazer,56,617,3,1100,32,9,21
"13ccab6df565f4b742fcd81031be9aaa",brinquedos,44,1250,4,3850,35,26,41
"1860b96949f9ff0adcd5e2c340d32e12",automotivo,51,966,3,800,21,8,14
"87aa68bb4f8c5d53b7a6a496ce10d86c",pet_shop,55,703,1,1500,50,30,33
a1766f2d27b4e90a0d78d8e115295399,perfumaria,58,942,2,450,16,16,22
"1fcaf044ff67ca59df3f6cc560d9fbfc",esporte_lazer,31,958,3,2350,92,4,24
"654feb81aa65850b1962980f21be1525",beleza_saude,51,309,1,700,28,10,11
fddede0d4854d07dbb9bcf3b090697f3,automotivo,53,357,2,500,16,16,12
a1fcd4b731530eed7fa5531f3f0c2fe0,cama_mesa_banho,51,231,1,2100,40,6,29
"4b54c1f607b7a55ec9a34555b5607539",automotivo,57,703,6,4700,47,19,23
"5445335704bf8a32827f3bf6b9701ed9",esporte_lazer,39,468,1,200,20,20,20
"88cd1536cced07ce8b7eb699521f841e",cama_mesa_banho,55,514,1,900,16,10,16
"1175dc374bce5c9d93c4d4281d8d85d7",perfumaria,52,693,1,400,18,18,18
"5c3f833c3941c6353fd0cc51686a1101",informatica_acessorios,54,1785,1,7000,57,11,52
cb57afec681197430ddab41d90304aba,esporte_lazer,55,416,1,400,22,5,20
ffa5d8273d8e03363bb4014de3f89dce,pet_shop,50,619,5,1150,40,20,30
"2c71e9b9845634cb1ea6285a8f3cbf50",eletronicos,54,381,2,100,16,8,16
"31a3ac2bdbd4af5074e25c5e92ca71ab",casa_construcao,57,707,1,10100,30,61,30
"2500fb88ba75d71bd264e88b4da5b44b",telefonia,55,370,1,250,16,8,11
"95b6e8160fbea38f306a26e66a6465a3",automotivo,59,555,1,4500,59,10,59
"003128f981470c3e5a2e7445e4a771cd",esporte_lazer,59,1100,6,1550,16,10,16
"8058b0067728a211c68874081e7352d4",esporte_lazer,56,1720,1,1000,20,20,14
"57b46ac6f5503699255bab6cdde8222f",cama_mesa_banho,58,184,1,3000,55,25,35
"3ac52f93c2299daa201fbb7ff36546f7",informatica_acessorios,60,401,2,150,16,5,15
ac4005f3f9d2fba6bb8feb0ee1dc1395,utilidades_domesticas,30,167,1,2150,21,4,71
"45af837344fa95e1fb3a840e9ffd8bf4",esporte_lazer,49,515,1,550,27,25,25
"375478581c97832540b9209722a32058",bebes,60,566,1,17600,65,36,45
d31bf2a9527a3b785e229da07cbb86af,utilidades_domesticas,30,299,2,250,16,23,14
fe705ffbaa3804c5562b8b1046157a6c,beleza_saude,46,803,1,350,22,3,15
"155eae0f604655ce68005b34cb88b7c9",construcao_ferramentas_construcao,52,3500,3,2700,16,11,11
e9896cd67d67e394cc2d3b0ecfd11eb2,malas_acessorios,56,488,3,17150,36,48,56
"2eb9b2ef7c1da3c7b99702452ea4729f",tablets_impressao_imagem,64,547,3,300,26,3,26
"709839bfd3ba2c923015e0a5de970a7d",beleza_saude,32,1883,1,250,17,12,12
fc5c33cddd49638580cfe9fec90aa943,bebes,16,978,1,300,16,8,11
"2fad6925ba23d76e45c9496828e62a79",utilidades_domesticas,59,760,2,650,20,11,15
"1ffe0f57d9bad302d252f7df6d6d29fc",automotivo,59,1391,3,1700,34,18,16
"49feeab25d6531f4bbd4e9e7c926cf36",fashion_bolsas_e_acessorios,48,731,1,200,16,2,11
aeb4a18fc6dad1f6cb6474d69f634ad2,cama_mesa_banho,55,617,1,6400,30,30,30
"58493ca240e8c701678576a04c2d6336",eletronicos,52,537,1,200,21,7,14
b7ffd29379437fd3b580dd2deb8e50c4,cama_mesa_banho,59,497,2,1350,50,11,11
"0dc7e2749b6f2da894167fc88c86a2cc",brinquedos,30,1155,1,263,19,14,16
"146a4eb8f7cef9788fecff10b104dec3",livros_interesse_geral,10,2068,1,1000,33,6,22
"1ed390fc2e1df06251341c288d315eea",esporte_lazer,56,1236,1,4350,20,20,20
"693567e68c0e3d72dc3ae88159aeed6c",moveis_decoracao,54,315,1,303,14,14,28
c9cfa62f6407e7bad1a59a8ad7255d4e,telefonia,56,214,2,200,22,16,16
"94e25ee525bdcdce608d423d902a0372",alimentos_bebidas,58,457,3,2950,17,22,17
a53e969a04fa632529307e0e04d4c68a,informatica_acessorios,54,90,2,100,16,8,11
b8fd372c103037c02e9898f76ba0ab4c,cool_stuff,35,240,3,130,100,25,35
"3512f777c335f8297b5ad43416b69cf8",cama_mesa_banho,49,476,1,350,16,10,16
ccf965dc2dedc243ce245610ffcc1e6b,moveis_decoracao,33,106,2,250,20,20,20
"66f01f544ba693e1a1a7428caec79279",moveis_decoracao,54,757,6,3300,19,7,16
"7aeaa8f3e592e380c420e8910a717255",eletrodomesticos,37,1642,10,5500,29,37,25
"7f6f8bdeee8ab42b5b4873b754f22a15",papelaria,41,312,2,200,24,7,14
c7b17e51e4a7c527e89a7d5cf6f2415a,construcao_ferramentas_construcao,56,1133,1,4200,30,20,20
"3099fd60323d4c647f2515690394bfb2",beleza_saude,41,1109,1,217,17,10,14
"446e83f3f31931e9eda31363bde07293",moveis_sala,55,595,1,5600,20,5,60
"44dc6124432da8482da2977dbfa88f59",beleza_saude,59,1343,2,150,16,13,11
dd28e3f8ffd0e519d30839eb27ccfae3,informatica_acessorios,55,956,3,239,27,8,16
a853bf1a5f8d9f04f5df123168164720,livros_importados,63,1071,7,1300,29,9,18
"8f4735c09292c695473969af57466365",fashion_bolsas_e_acessorios,60,83,1,200,16,2,11
bcac2cdcd851929a5caa3e1508d5abc9,utilidades_domesticas,45,928,1,800,39,6,28
dfb6e01f3415c48d80b21a9c1dd97697,construcao_ferramentas_construcao,59,274,1,150,24,13,13
"1cee940750667f29c969974d268656f8",beleza_saude,41,1918,1,580,39,11,15
b15b38f8a24ce6254dfa5bc5a06f18c5,automotivo,50,214,4,1600,25,9,17
ca4a58d8a97a4e1c5822292d4cfcb4b6,fashion_bolsas_e_acessorios,35,385,1,100,17,3,12
e4f7023069a24c2297617d935f783a5c,informatica_acessorios,52,294,2,1000,20,20,20
"224e8e64188b2731d83c3f5bfebd29d3",construcao_ferramentas_jardim,54,118,1,1450,16,16,12
ace5d86cf1ac63cdb76f49e5cd23d2f8,moveis_decoracao,60,473,1,600,30,4,20
"4462167dca28740ae5078b9dce00f199",automotivo,50,520,2,1200,19,6,14
"1965752f8e30a01b19fea24c2577ad0d",alimentos,28,528,1,1376,23,15,21
b61d1388a17e3f547d2bc218df02335b,,,,,350,16,6,11
"385a33a408e9c35c9fbc2025c12f3784",informatica_acessorios,52,967,1,220,22,13,12
"6dbcbca84288705e65660c9b4f369134",brinquedos,42,1604,1,6084,68,14,68
"337be49673e511e2bd38d390cf57d7c4",relogios_presentes,53,542,2,400,16,11,20
"124a15d998dfe011681819d7c792f7bb",beleza_saude,60,180,1,300,17,12,11
"5cab8d5ca731b3de4c23b8b13b04e594",brinquedos,32,122,2,250,16,15,15
"1dd3a0b856546758b41e8ef9935f1831",utilidades_domesticas,53,532,1,600,20,7,20
c828d9e817355cc55ab8a449b2299f25,consoles_games,48,691,2,317,20,7,16
"85d187257cdbf2692d10649a11c7e78b",malas_acessorios,47,414,1,2000,35,27,12
"23b3e6e0aafa806f323de78534212b67",construcao_ferramentas_jardim,34,1007,5,5650,40,16,50
"8bf5b1e066d9fb2a639f8f69d55a370d",automotivo,55,1440,1,575,20,10,15
cc3181a81384b6fc34602d49cb6068a6,eletrodomesticos_2,33,94,1,18450,68,21,42
ddddff18d8f990347156c317421df46d,malas_acessorios,47,114,1,1000,35,10,34
"5c17022eddee34a164a87606a586dd8b",moveis_decoracao,39,400,1,450,35,35,11
"26a5c56121a055cfa75ae4f9e324c024",automotivo,56,199,2,75,16,15,15
f7e0b1caf4e8709c62147484d5b1aa6a,perfumaria,55,310,3,200,20,5,13
"9af87df86e72ade39565a7b20d8cecd3",beleza_saude,40,774,1,625,16,14,15
b9adb2d8377c195da59e75743dbb7133,,,,,200,16,2,11
"4e9e7d1bed5934971a6ac480a0f5069f",pet_shop,35,503,2,1500,40,45,30
"2e04efb6656990084af256e304d9a573",malas_acessorios,54,1632,6,650,20,40,50
"74291f20821eae2aacb949b41622ef52",perfumaria,42,155,1,600,20,20,30
"5a719c85a2cad2da6076ea511aa4023f",informatica_acessorios,60,1873,1,225,17,17,17
"1ee079ac734051dc6b17c085dc203b0c",eletroportateis,57,2259,1,550,20,13,21
"17597731049645b4a7cd01de0b4188d5",brinquedos,50,690,1,7175,50,22,40
"4a9947ec1fcec2b3321193ed5590e8cb",relogios_presentes,42,576,3,300,16,2,20
d0c59b22539b0b391e5834a1dae7caa8,brinquedos,35,272,2,350,19,22,17
"4df4e2fa82369cf0ba8bb28833d44848",moveis_decoracao,49,199,4,650,19,20,15
"4c35791f944cf1550e8ae288b3f9e258",informatica_acessorios,53,514,3,424,25,10,19
eb6913790ee61d3d4d8dffcbbedea827,pet_shop,57,1268,2,102,20,6,13
"5b76cbb9c422e9f3920a1a75a88f0cf0",casa_conforto,28,102,1,200,30,15,15
ea697d5bbca113fdf96cf66f7aa135c8,beleza_saude,36,668,1,650,16,40,11
"64df6c5d4c7440a043e13fa796eb4ac4",papelaria,60,466,7,400,21,7,15
"148d27957e1653a2e9c8c3771f5a5a0f",relogios_presentes,60,628,2,200,16,11,11
"614d9b959168fce3e0cbd0645acbb666",moveis_decoracao,36,80,2,400,16,28,16
"675dbd52c3dadeafa9a8c96ea5a9bfc6",bebes,58,801,1,2300,36,30,19
"5218cced384ab9377c69874bd7c703f3",esporte_lazer,51,1368,2,400,20,17,17
"28b5eddd0f9eb2e6a7dd8a36e0a79828",utilidades_domesticas,60,279,1,300,35,4,15
"52198ab6a720304fd80cac19c691a049",beleza_saude,54,3569,2,150,32,20,20
"54a03278272d6b4da99f843fb8120754",esporte_lazer,52,920,4,600,35,15,30
"919f371545037a68a1585ef9f0b9494a",climatizacao,52,1427,1,10050,51,49,24
"665839d5bdf604c2909beca037c57144",brinquedos,22,265,1,420,28,12,22
a7f2b139c27a47d32a6ab4529c65c134,relogios_presentes,59,168,3,200,16,2,11
c2c951d6f458fe552a49dcd590bdb4a6,cama_mesa_banho,55,661,1,1200,35,3,30
df3975eccff1508fbdf8874d3b4edadc,livros_tecnicos,53,1909,1,500,25,4,18
"3cb11cc74ce2cf42fd23d867c18a7745",brinquedos,58,701,6,2250,55,12,35
c2c4115f38ec8f43e1052cf0735e289b,moveis_decoracao,39,202,1,2300,40,10,30
"3ea344b27741300cc4724d2a5af94460",cama_mesa_banho,57,729,1,1500,20,30,30
e8f625d123fb9e3cdf3e99bda7db0db1,esporte_lazer,54,664,1,250,22,10,15
"89005f5c60b53829a9a617fe5e292221",automotivo,40,622,6,700,40,15,40
"298f838b1798d952580d034bf84bd33a",moveis_decoracao,59,646,1,300,20,30,20
"1d3d7e2bc2cb75e4e2c798ec9aae0279",telefonia,57,1260,2,175,17,3,12
"0f8977d115c52d93a05dd4eb7052baff",cama_mesa_banho,59,266,1,3975,46,12,43
"353f9040451759cc7153da959db1e531",cool_stuff,48,662,2,18600,38,74,38
"8bc6752b88d4909a129ee0abfd76875b",pet_shop,17,746,1,300,16,4,11
c83bfa25f218562a2db2cb8abce10e1e,telefonia_fixa,63,150,2,100,16,16,16
"9892435c317b92530812ef9fe68cffc6",fashion_bolsas_e_acessorios,51,731,1,200,16,2,11
"332f784cac57e18f1194e8156ad5bd9d",beleza_saude,55,1735,1,2550,20,40,25
"09ae715b435241d687067cb868b056a7",utilidades_domesticas,42,1182,1,15050,60,25,60
c76ce8f19e21cfc8226f0551ed5da750,cool_stuff,54,940,1,1800,42,25,15
"0f4d27b820e317c951649da022895e0e",brinquedos,37,337,1,325,17,18,12
"926ecae86335e45fea05e1e39e9a5be9",utilidades_domesticas,51,339,2,9500,42,54,25
"557484a8965bdc4e548658239f7663fd",ferramentas_jardim,52,1493,6,4000,30,21,24
ceeba7d5636e59173cc5f484e913db3d,,,,,30000,65,65,65
"70cc46ccdfff951dd7829395bce256ca",ferramentas_jardim,54,1318,1,700,30,10,20
"3d4c249691c5ff13ec7946d4d7a1aaa0",telefonia,56,160,2,150,20,5,12
"167752e318335bf6bdd6906c4c470266",esporte_lazer,48,1422,1,200,18,8,14
"2b5000342506556984dc8d0dcdbd4921",eletrodomesticos,58,108,1,150,27,13,17
"06ce9c3e61c7a07f872f8317a7dc534d",beleza_saude,42,3887,1,100,16,8,11
"2f763ba79d9cd987b2034aac7ceffe06",eletronicos,45,1198,2,595,8,6,6
e5d51a994a31fdaf8d7ec087d31a9576,beleza_saude,44,610,1,600,26,6,18
"31d6f0a621ee145ae8c70304cf564483",relogios_presentes,54,691,2,200,16,2,11
b9055c6417cea84a8198fec56ff6148f,construcao_ferramentas_iluminacao,58,291,1,2350,30,30,30
"3f9714af5d7efa95476ebf732c9078c8",ferramentas_jardim,39,120,2,200,25,5,12
"995e25d9b46dee183004994645768d95",esporte_lazer,57,722,4,500,16,15,20
f9aa001a859b11fd798bb386f3d07eb0,pet_shop,54,802,17,9000,33,30,44
"05e75e2ebb007f6cadbc9925311b014b",moveis_decoracao,63,522,2,500,80,10,60
"77e54bccbb383f52f76910f34d4cda43",beleza_saude,32,1032,1,100,16,2,11
"8650c4bacaf0a2cd9ce38bd72004c276",beleza_saude,42,951,2,400,18,18,18
"68db47d312d0b87e469762f0481d3b9c",ferramentas_jardim,60,681,4,16900,38,70,38
"2756f88aa420dd0c5aa25b2db78d4664",telefonia,58,381,3,200,19,4,11
be19e1611a6015a66266d199ff3ccce0,consoles_games,38,456,1,150,29,2,16
"56e04ad5959e2c30a6754d9cc1f098f2",portateis_casa_forno_e_cafe,46,490,1,225,18,18,16
"1f8281d23bd0d53a9d2cea4bad53ca58",moveis_decoracao,52,745,4,18200,40,60,40
d2806dfb8e3474bcba8b5bcd771ff12c,brinquedos,58,789,2,790,28,24,31
"0eb41884a8773e019708fb8409fd8347",bebes,41,1064,1,21467,76,57,51
"1c0b635cee597371e54d222a1d8e0386",relogios_presentes,52,706,2,300,16,11,11
"3651da23518f818b7da19d3ec6c69f5e",moveis_decoracao,33,1405,3,150,35,2,25
"37c4c3f162a9549087175b1391df2f02",beleza_saude,30,530,1,975,19,12,15
"407eeaa1c0dcd776f6c2ad41db4c62e5",telefonia,56,1613,2,304,19,11,16
da37b504ecf6099b4f8af452ebdab0cc,bebes,39,1285,2,8200,40,35,35
"04b2173a311a1fe1a8c90a59c0a0f474",pet_shop,41,186,2,700,16,35,25
"661d83b6b4988942aa9b449b57e12f81",brinquedos,60,48,1,1400,60,30,16
e337509290028e0c81c0ac93d7b1234e,automotivo,46,2145,8,18000,50,20,20
"50571d0f0f8ffbeec1c64cefeec01135",fashion_bolsas_e_acessorios,58,526,5,350,43,16,27
b1fa0cf0885504d458c2a48e376ea087,moveis_decoracao,52,603,2,1200,65,12,12
"9d358fd2a77935cffa32834b50cfb21e",cool_stuff,53,953,1,1200,42,25,15
"3ae4b63ae37e03994e257921c73d50b8",cama_mesa_banho,59,282,2,7683,38,45,52
de907886b218bfa2e0097c1fdff81785,eletronicos,60,443,2,100,22,4,11
d82bca823d7ea924fb38e011970205dd,moveis_decoracao,49,1720,2,600,65,11,11
"7ce49c8945602088c4c4ca3e0ceb8244",,,,,1400,35,3,35
"27c63413ca2806bcab40a31d0f862a59",climatizacao,60,1271,1,4550,40,21,32
a93ad122024312ca432da7f7b32474b4,cama_mesa_banho,48,267,1,1588,48,12,44
"98bf9f3941be6afbca9ea37f8eb0c466",pet_shop,40,287,6,1400,20,16,22
"1fd95182c672cf5b10c82207ca5dab97",automotivo,58,797,5,1100,23,7,38
ac01b71ddb644fe8806e71a6030accf9,moveis_decoracao,29,250,2,800,32,6,28
"35e26f65c3f380cfe6257d771fb067d2",esporte_lazer,45,1134,1,867,26,15,18
"089cc17c8bf2226d13648392e33dabd7",informatica_acessorios,32,999,3,225,17,5,20
"3fddda7e92c16fa45033a4373a116e00",perfumaria,45,650,1,75,11,11,8
f110a8fd4a8052d5717ce2adc2bb71d0,esporte_lazer,57,1176,4,3350,66,6,43
b76d57984db550fe9e6f3ad3467e3025,market_place,63,1498,4,1800,20,40,21
"5bf681c3d83a332fbb49765e3e572145",utilidades_domesticas,44,205,6,100,16,7,20
a7bbff32c7321478b29f924301a1867d,utilidades_domesticas,31,322,2,300,25,6,15
b88d27345de2feed45475bb48cca74b1,papelaria,55,787,2,300,16,5,17
"52261c8a90724edab7b960c69dbf7a9c",utilidades_domesticas,24,761,4,950,21,27,21
c72f08f769081bfde2959e39c5bde5d4,perfumaria,43,478,1,100,20,20,20
"7446478ea3cd9ec46d67ad284c09df66",cama_mesa_banho,48,2154,1,1800,30,23,11
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55,133,1,700,35,4,30
ceae7ba6df69ce2b3d1ec03bcfafc31a,automotivo,59,586,3,1125,60,8,33
"683f5eb77d76cc28e35f087731199974",utilidades_domesticas,44,343,1,1200,36,12,23
"4834f24983a4f056e5ae64265f723aaf",eletronicos,52,468,3,230,16,14,15
"575e0e0242a7a1900558645915d3d9f8",alimentos_bebidas,57,1551,1,300,20,20,20
d53b2798a5e86b8db90ea3c4855cb409,brinquedos,44,952,3,200,20,25,25
a861fc3f9efc96a2aa2f90a1e8a41875,utilidades_domesticas,56,217,1,400,17,11,11
"980ecbcc15fe174ec1e5757c4d75b1bf",agro_industria_e_comercio,48,157,1,250,17,3,10
"9914c493622d54a4297b480620db7cd7",ferramentas_jardim,45,434,2,5903,38,31,33
"165c9d7f2d58ca8e4af9381c0b0226a4",eletronicos,34,279,4,417,17,9,15
d19284bf0893e07e80c26fe4ad33458e,moveis_decoracao,47,1750,4,2550,105,3,70
cb5df9426d14898cd286c3c5ac0b8cea,automotivo,51,840,1,6800,45,20,45
"057229db0353dff9e12e298e8f6429b9",cama_mesa_banho,35,564,1,1900,16,2,11
"9739d07ec835e1c66eedb9a6df402bd5",cool_stuff,44,354,5,900,43,21,26
cb2a50959c992d8d56a80c45b59e0441,esporte_lazer,51,236,2,400,38,26,26
c3f538a01c95c92ddb8055bcfc6f4bd0,instrumentos_musicais,48,2756,3,350,17,7,11
"8b41e0e27cc6de15e59de3853fcf51ce",moveis_decoracao,51,1362,3,800,24,11,17
"39fbb313b6c8c6cc28e358f37e3068c1",relogios_presentes,57,500,1,300,16,11,11
"6d07236d4abe99b5b1cbf368971bf6e7",brinquedos,49,170,6,200,17,7,12
"7bcc81e7096d625f592094c60385ebc5",bebes,55,1633,1,550,20,13,13
"88ef4dcecbad145f927ebce34fbdde97",brinquedos,36,1588,4,2050,47,13,24
f3ff1b0df51e4b86a6dc168c8bfe7dc9,moveis_decoracao,63,394,1,1650,45,15,35
"27f53b8bf57426361b3e0174c16232e3",esporte_lazer,50,1352,2,4400,20,20,20
"716229078d03301a1341876469a09752",informatica_acessorios,53,192,1,100,16,8,11
"0aa186c65b07e61f5ac114182ab92a2b",informatica_acessorios,40,202,1,850,16,20,15
"64b7b1d7151216b171067bafdb70d0bb",bebes,54,369,1,450,35,2,25
fda6a1e500285956c972ec2fe10f4923,alimentos_bebidas,52,1412,1,1850,20,20,20
"18047039004204f52054f74b9503b9fe",cama_mesa_banho,41,384,1,2555,55,17,48
a669398f595527fc03acc1ebda6b3cce,beleza_saude,58,905,2,300,20,10,15
"1a596515dcbe1a261f8dc0640ccb5149",moveis_decoracao,57,384,1,600,30,10,20
"70b1659e9e180610c8a5fd5753c85b80",perfumaria,52,1400,1,100,16,3,15
"0751d46ff778c72973f67da627093303",relogios_presentes,57,623,2,317,18,13,14
d332776387e352fbd83df0136cf05db1,esporte_lazer,60,1483,1,100,20,8,16
"0a39e413aabaa89275742e9707f60f86",moveis_decoracao,55,529,4,2000,28,18,38
"6722735e7b6ea43bbd86b1c9074c3057",automotivo,52,231,1,1050,20,16,16
cabf8b8ae04dbb649a84f493660febbe,moveis_decoracao,54,553,1,1200,35,9,25
b0069f9a7b1811276378d64200846ea3,eletronicos,47,653,1,150,16,16,16
"9474f3c0da0c4fd0bdf88cf6ac1b5d04",moveis_decoracao,51,208,3,200,55,6,55
"6bebe9cd650ba6c55af91897a572e3d7",relogios_presentes,55,139,5,150,16,2,11
"44feb28a74abb0f2f303412d60160750",livros_tecnicos,40,1120,1,500,25,3,18
c47d256557f7fa30144ecea5722eebc2,papelaria,59,307,2,8350,38,30,28
"42212fc3d57c0e2242bd661e94e1e067",telefonia,45,702,4,100,19,3,11
edffab3eae08991a067c2c7664821661,moveis_decoracao,55,1646,1,300,16,6,11
"42830ac3bef5dc8b398055683e52ad9a",malas_acessorios,52,1030,4,325,24,19,20
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34,1080,2,250,41,2,29
f0bc8fe90b1c3901a14ba52f6aa17273,telefonia,60,549,4,100,18,12,16
"418b40c9e83b7e5ac79e4a7ef975ebbe",eletrodomesticos_2,47,796,3,7300,82,10,54
"89c5f56df4c7712aa9b0aefb21743989",esporte_lazer,48,541,4,3000,67,13,17
"29d7696e65020b6cf7846bc4d7668f65",telefonia,59,400,2,233,16,13,13
"8aa74335629d7d8e4ab23653b04ec65b",utilidades_domesticas,42,237,1,900,39,4,27
"0533c5ec3a042521493cfb6e12d6befd",,,,,1550,38,4,23
"6965419e0d5116b685c3f825e4752231",informatica_acessorios,34,774,1,900,36,9,11
d248fe1e952b5b5d62572369cc23ac3c,relogios_presentes,34,608,3,600,23,19,15
"9d29a021677d35a6b84c543bbdbcf120",utilidades_domesticas,50,205,1,800,16,11,18
"169837a0e2864f37482261c3d7a2dd80",beleza_saude,53,3826,2,350,20,20,20
"1c4b558889819d00efc1ec52e76bc450",bebes,58,374,6,200,16,9,11
"701657bde0d39ea77205d996a89d9009",fashion_underwear_e_moda_praia,60,1511,5,300,30,16,11
"9f69acd4da62618a3f6365b732d00ccd",,,,,850,27,13,21
d9d1f8a93d1a991de6f45594b717b858,informatica_acessorios,57,2637,3,1000,20,25,20
"4b7abf05291c02396d0c60ed5e03e2a9",beleza_saude,32,820,1,2100,24,26,24
bd481cb85531aa8ef9c09eb9e6a9e0a9,fashion_bolsas_e_acessorios,27,819,1,100,16,5,16
d0688f07b0aa9bfd7535de718425d8f5,papelaria,47,167,4,800,35,10,55
"7552749c1a1124b5590d5b7206324daa",moveis_decoracao,38,478,2,14300,49,42,42
ae8a92195eb75e94998a210eeb51693e,esporte_lazer,43,513,1,400,30,5,20
"8d77b937d01f4d6ca31ea084ec26fced",relogios_presentes,60,415,7,300,16,2,20
"29e4631be78811ab993ae12613053b53",automotivo,58,623,1,3100,70,8,70
"331f7c3a5502a8007a966f70e151e89d",automotivo,41,547,4,100,18,13,13
"0044d70d4e53450c0fbb8255446a797b",esporte_lazer,51,695,1,200,20,18,18
"03894c9a40bf32b84a349ef0ddfccc1d",utilidades_domesticas,59,675,1,20300,44,93,30
ea44caac707f7f1325182a538007f838,bebes,59,809,5,6600,45,25,35
"1708d4cfc42166dc7f44e1ad501f4933",cama_mesa_banho,48,306,1,11550,50,20,50
"344cf40b4cf885e32de129b0917e4a33",construcao_ferramentas_construcao,54,713,1,750,16,11,11
"237629a2fbb505d4db6ef67408dcf5bf",utilidades_domesticas,54,460,1,475,24,19,24
"188ca16451af4da0cdad2750f9973fd6",brinquedos,36,210,1,900,45,15,35
"8ccac7e503c0ba1f7e7b3aafeae52cca",moveis_decoracao,35,596,4,5500,32,32,32
"528006c231a0ed1649af2db0ab6c69ed",esporte_lazer,47,80,1,850,36,23,18
bb706a70fa03c46aa8d5f4a15505ce1a,moveis_escritorio,55,594,1,650,20,12,15
e2acf075e3634e6f0c26e4e88c1bf9d7,moveis_sala,33,332,1,6750,54,18,53
f71c0f4ee48321ba6b82205b2fc9e08f,moveis_decoracao,30,669,4,975,35,25,21
"933bdcaec5fb56654d35ffaae48c7068",cama_mesa_banho,48,557,3,250,28,4,18
"75aabf28c2ab4533f72b84fb5b061354",beleza_saude,44,635,1,4050,25,22,21
"0bd478959805d86aabe80febd51789e4",esporte_lazer,55,985,1,717,18,15,18
